Time,VAV_BOT WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 1:Des Heat Cap [W],VAV_BOT WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 2:Des Heat Cap [W],VAV_BOT WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 2:Des Tot Cool Cap [W],VAV_MID WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 1:Des Heat Cap [W],VAV_MID WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV_MID WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV_MID WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 2:Des Heat Cap [W],VAV_MID WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],VAV_MID WITH REHEAT:DesPer 2:Des Tot Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 1:Des Heat Cap [W],VAV_TOP WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 2:Des Heat Cap [W],VAV_TOP WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 2:Des Tot Cool Cap [W],CAV_BAS:DesPer 1:Des Heat Mass Flow [kg/s],CAV_BAS:DesPer 1:Des Heat Cap [W],CAV_BAS:DesPer 1:Des Cool Mass Flow [kg/s],CAV_BAS:DesPer 1:Des Sens Cool Cap [W],CAV_BAS:DesPer 1:Des Tot Cool Cap [W],CAV_BAS:DesPer 2:Des Heat Mass Flow [kg/s],CAV_BAS:DesPer 2:Des Heat Cap [W],CAV_BAS:DesPer 2:Des Cool Mass Flow [kg/s],CAV_BAS:DesPer 2:Des Sens Cool Cap [W],CAV_BAS:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER BOT:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER BOT:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER MID:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER MID:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER TOP:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER TOP:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 2:Des Tot Cool Cap [W]
00:10:00,1.783152E+00,1.164680E+04,1.783152E+00,0.000000E+00,0.000000E+00,1.783152E+00,0.000000E+00,3.368873E+00,6.437251E+04,7.871255E+04,1.783152E+01,1.164680E+05,1.783152E+01,0.000000E+00,0.000000E+00,1.783152E+01,0.000000E+00,2.963417E+01,5.871021E+05,7.294072E+05,1.783152E+00,1.164680E+04,1.783152E+00,0.000000E+00,0.000000E+00,1.783152E+00,0.000000E+00,3.215195E+00,6.222592E+04,7.665838E+04,1.405239E+00,4.758663E+04,1.405239E+00,0.000000E+00,0.000000E+00,1.405239E+00,8.544412E+03,1.405239E+00,2.986379E+04,3.797690E+04,3.962172E-01,1.341739E+04,5.859034E+00,7.536096E+04,7.539875E+04,3.962172E-01,2.409159E+03,2.551875E+01,3.668903E+05,3.739386E+05,1.830359E-02,6.198280E+02,1.830359E-02,0.000000E+00,0.000000E+00,1.830359E-02,1.112931E+02,5.570576E-01,8.076416E+03,8.287166E+03,1.830359E-01,6.198280E+03,1.830359E-01,0.000000E+00,0.000000E+00,1.830359E-01,1.112931E+03,5.286088E+00,7.670479E+04,7.875970E+04,1.830359E-02,6.198280E+02,1.830359E-02,0.000000E+00,0.000000E+00,1.830359E-02,1.112931E+02,5.311736E-01,7.707075E+03,7.913038E+03
00:20:00,1.783152E+00,1.164680E+04,1.783152E+00,0.000000E+00,0.000000E+00,1.783152E+00,0.000000E+00,3.398604E+00,6.455606E+04,7.886879E+04,1.783152E+01,1.164680E+05,1.783152E+01,0.000000E+00,0.000000E+00,1.783152E+01,0.000000E+00,3.010945E+01,5.914230E+05,7.337998E+05,1.783152E+00,1.164680E+04,1.783152E+00,0.000000E+00,0.000000E+00,1.783152E+00,0.000000E+00,3.266917E+00,6.271660E+04,7.714847E+04,1.405239E+00,4.758663E+04,1.405239E+00,0.000000E+00,0.000000E+00,1.405239E+00,8.681382E+03,1.405239E+00,2.972682E+04,3.783706E+04,3.962172E-01,1.341739E+04,5.858869E+00,7.535862E+04,7.539637E+04,3.962172E-01,2.447778E+03,2.551919E+01,3.668581E+05,3.737977E+05,1.830359E-02,6.198280E+02,1.830359E-02,0.000000E+00,0.000000E+00,1.830359E-02,1.130772E+02,5.582958E-01,8.092299E+03,8.299436E+03,1.830359E-01,6.198280E+03,1.830359E-01,0.000000E+00,0.000000E+00,1.830359E-01,1.130772E+03,5.299032E+00,7.687164E+04,7.889135E+04,1.830359E-02,6.198280E+02,1.830359E-02,0.000000E+00,0.000000E+00,1.830359E-02,1.130772E+02,5.325091E-01,7.724349E+03,7.926793E+03
00:30:00,1.783152E+00,1.164680E+04,1.783152E+00,0.000000E+00,0.000000E+00,1.783152E+00,0.000000E+00,3.423863E+00,6.467713E+04,7.895324E+04,1.783152E+01,1.164680E+05,1.783152E+01,0.000000E+00,0.000000E+00,1.783152E+01,0.000000E+00,3.053467E+01,5.950447E+05,7.373783E+05,1.783152E+00,1.164680E+04,1.783152E+00,0.000000E+00,0.000000E+00,1.783152E+00,0.000000E+00,3.312752E+00,6.312507E+04,7.754317E+04,1.405239E+00,4.758663E+04,1.405239E+00,0.000000E+00,0.000000E+00,1.405239E+00,8.818353E+03,1.405239E+00,2.958985E+04,3.769718E+04,3.962172E-01,1.341739E+04,5.858693E+00,7.535610E+04,7.539383E+04,3.962172E-01,2.486398E+03,2.551956E+01,3.668248E+05,3.737274E+05,1.830359E-02,6.198280E+02,1.830359E-02,0.000000E+00,0.000000E+00,1.830359E-02,1.148613E+02,5.593186E-01,8.105112E+03,8.310029E+03,1.830359E-01,6.198280E+03,1.830359E-01,0.000000E+00,0.000000E+00,1.830359E-01,1.148613E+03,5.310212E+00,7.701337E+04,7.901080E+04,1.830359E-02,6.198280E+02,1.830359E-02,0.000000E+00,0.000000E+00,1.830359E-02,1.148613E+02,5.336647E-01,7.739057E+03,7.939283E+03
00:40:00,1.783152E+00,1.164680E+04,1.783152E+00,0.000000E+00,0.000000E+00,1.783152E+00,0.000000E+00,3.445523E+00,6.474795E+04,7.898721E+04,1.783152E+01,1.164680E+05,1.783152E+01,0.000000E+00,0.000000E+00,1.783152E+01,0.000000E+00,3.091662E+01,5.980622E+05,7.403015E+05,1.783152E+00,1.164680E+04,1.783152E+00,0.000000E+00,0.000000E+00,1.783152E+00,0.000000E+00,3.353417E+00,6.346132E+04,7.786104E+04,1.405239E+00,4.758663E+04,1.405239E+00,0.000000E+00,0.000000E+00,1.405239E+00,8.955323E+03,1.405239E+00,2.945287E+04,3.755734E+04,3.962172E-01,1.341739E+04,5.858508E+00,7.535345E+04,7.539114E+04,3.962172E-01,2.525018E+03,2.551986E+01,3.667907E+05,3.736986E+05,1.830359E-02,6.198280E+02,1.830359E-02,0.000000E+00,0.000000E+00,1.830359E-02,1.166454E+02,5.601611E-01,8.115355E+03,8.320105E+03,1.830359E-01,6.198280E+03,1.830359E-01,0.000000E+00,0.000000E+00,1.830359E-01,1.166454E+03,5.319866E+00,7.713334E+04,7.912882E+04,1.830359E-02,6.198280E+02,1.830359E-02,0.000000E+00,0.000000E+00,1.830359E-02,1.166454E+02,5.346628E-01,7.751521E+03,7.951563E+03
00:50:00,1.783152E+00,1.164680E+04,1.783152E+00,0.000000E+00,0.000000E+00,1.783152E+00,0.000000E+00,3.464276E+00,6.477817E+04,7.898418E+04,1.783152E+01,1.164680E+05,1.783152E+01,0.000000E+00,0.000000E+00,1.783152E+01,0.000000E+00,3.126104E+01,6.005554E+05,7.426835E+05,1.783152E+00,1.164680E+04,1.783152E+00,0.000000E+00,0.000000E+00,1.783152E+00,0.000000E+00,3.389538E+00,6.373411E+04,7.811513E+04,1.405239E+00,4.758663E+04,1.405239E+00,0.000000E+00,0.000000E+00,1.405239E+00,9.092294E+03,1.405239E+00,2.931590E+04,3.741746E+04,3.962172E-01,1.341739E+04,5.858314E+00,7.535069E+04,7.538835E+04,3.962172E-01,2.563638E+03,2.552011E+01,3.667559E+05,3.736674E+05,1.830359E-02,6.198280E+02,1.830359E-02,0.000000E+00,0.000000E+00,1.830359E-02,1.184294E+02,5.608535E-01,8.123458E+03,8.328599E+03,1.830359E-01,6.198280E+03,1.830359E-01,0.000000E+00,0.000000E+00,1.830359E-01,1.184294E+03,5.328207E+00,7.723458E+04,7.923414E+04,1.830359E-02,6.198280E+02,1.830359E-02,0.000000E+00,0.000000E+00,1.830359E-02,1.184294E+02,5.355239E-01,7.762030E+03,7.962487E+03
01:00:00,1.783152E+00,1.164680E+04,1.783152E+00,0.000000E+00,0.000000E+00,1.783152E+00,0.000000E+00,3.480666E+00,6.477539E+04,7.895244E+04,1.783152E+01,1.164680E+05,1.783152E+01,0.000000E+00,0.000000E+00,1.783152E+01,0.000000E+00,3.157267E+01,6.025906E+05,7.446050E+05,1.783152E+00,1.164680E+04,1.783152E+00,0.000000E+00,0.000000E+00,1.783152E+00,0.000000E+00,3.421651E+00,6.395093E+04,7.831437E+04,1.405239E+00,4.758663E+04,1.405239E+00,0.000000E+00,0.000000E+00,1.405239E+00,9.229264E+03,1.405239E+00,2.917893E+04,3.727763E+04,3.962172E-01,1.341739E+04,5.858114E+00,7.534784E+04,7.538545E+04,3.962172E-01,2.602258E+03,2.552032E+01,3.667207E+05,3.736306E+05,1.830359E-02,6.198280E+02,1.830359E-02,0.000000E+00,0.000000E+00,1.830359E-02,1.202135E+02,5.614214E-01,8.129784E+03,8.335110E+03,1.830359E-01,6.198280E+03,1.830359E-01,0.000000E+00,0.000000E+00,1.830359E-01,1.202135E+03,5.335419E+00,7.731972E+04,7.932152E+04,1.830359E-02,6.198280E+02,1.830359E-02,0.000000E+00,0.000000E+00,1.830359E-02,1.202135E+02,5.362659E-01,7.770841E+03,7.971524E+03
01:10:00,1.783152E+00,1.164680E+04,1.783152E+00,0.000000E+00,0.000000E+00,1.783152E+00,0.000000E+00,3.501914E+00,6.491769E+04,7.907366E+04,1.783152E+01,1.164680E+05,1.783152E+01,0.000000E+00,0.000000E+00,1.783152E+01,0.000000E+00,3.192452E+01,6.059602E+05,7.479178E+05,1.783152E+00,1.164680E+04,1.783152E+00,0.000000E+00,0.000000E+00,1.783152E+00,0.000000E+00,3.455124E+00,6.426399E+04,7.861539E+04,1.405239E+00,4.758663E+04,1.405239E+00,0.000000E+00,0.000000E+00,1.405239E+00,9.320578E+03,1.405239E+00,2.908762E+04,3.718439E+04,3.962172E-01,1.341739E+04,5.857825E+00,7.534371E+04,7.538127E+04,3.962172E-01,2.628004E+03,2.552157E+01,3.667132E+05,3.736220E+05,1.830359E-02,6.198280E+02,1.830359E-02,0.000000E+00,0.000000E+00,1.830359E-02,1.214029E+02,5.619610E-01,8.136302E+03,8.341662E+03,1.830359E-01,6.198280E+03,1.830359E-01,0.000000E+00,0.000000E+00,1.830359E-01,1.214029E+03,5.342407E+00,7.740762E+04,7.941013E+04,1.830359E-02,6.198280E+02,1.830359E-02,0.000000E+00,0.000000E+00,1.830359E-02,1.214029E+02,5.369505E-01,7.779427E+03,7.980178E+03
01:20:00,1.783152E+00,1.164680E+04,1.783152E+00,0.000000E+00,0.000000E+00,1.783152E+00,0.000000E+00,3.521863E+00,6.504187E+04,7.917940E+04,1.783152E+01,1.164680E+05,1.783152E+01,0.000000E+00,0.000000E+00,1.783152E+01,0.000000E+00,3.225419E+01,6.090199E+05,7.509190E+05,1.783152E+00,1.164680E+04,1.783152E+00,0.000000E+00,0.000000E+00,1.783152E+00,0.000000E+00,3.485788E+00,6.453781E+04,7.887801E+04,1.405239E+00,4.758663E+04,1.405239E+00,0.000000E+00,0.000000E+00,1.405239E+00,9.411891E+03,1.405239E+00,2.899631E+04,3.709115E+04,3.962172E-01,1.341739E+04,5.857530E+00,7.533951E+04,7.537702E+04,3.962172E-01,2.653751E+03,2.552280E+01,3.667055E+05,3.736142E+05,1.830359E-02,6.198280E+02,1.830359E-02,0.000000E+00,0.000000E+00,1.830359E-02,1.225923E+02,5.624184E-01,8.141646E+03,8.347030E+03,1.830359E-01,6.198280E+03,1.830359E-01,0.000000E+00,0.000000E+00,1.830359E-01,1.225923E+03,5.348594E+00,7.748408E+04,7.948709E+04,1.830359E-02,6.198280E+02,1.830359E-02,0.000000E+00,0.000000E+00,1.830359E-02,1.225923E+02,5.375485E-01,7.786779E+03,7.987576E+03
01:30:00,1.783152E+00,1.164680E+04,1.783152E+00,0.000000E+00,0.000000E+00,1.783152E+00,0.000000E+00,3.540669E+00,6.515006E+04,7.927137E+04,1.783152E+01,1.164680E+05,1.783152E+01,0.000000E+00,0.000000E+00,1.783152E+01,0.000000E+00,3.256324E+01,6.117916E+05,7.536315E+05,1.783152E+00,1.164680E+04,1.783152E+00,0.000000E+00,0.000000E+00,1.783152E+00,0.000000E+00,3.513854E+00,6.477535E+04,7.910508E+04,1.405239E+00,4.758663E+04,1.405239E+00,0.000000E+00,0.000000E+00,1.405239E+00,9.503205E+03,1.405239E+00,2.890499E+04,3.699791E+04,3.962172E-01,1.341739E+04,5.857232E+00,7.533525E+04,7.537271E+04,3.962172E-01,2.679497E+03,2.552403E+01,3.666977E+05,3.736063E+05,1.830359E-02,6.198280E+02,1.830359E-02,0.000000E+00,0.000000E+00,1.830359E-02,1.237817E+02,5.628080E-01,8.146021E+03,8.351452E+03,1.830359E-01,6.198280E+03,1.830359E-01,0.000000E+00,0.000000E+00,1.830359E-01,1.237817E+03,5.354091E+00,7.755067E+04,7.955443E+04,1.830359E-02,6.198280E+02,1.830359E-02,0.000000E+00,0.000000E+00,1.830359E-02,1.237817E+02,5.380714E-01,7.793054E+03,7.993921E+03
01:40:00,1.783152E+00,1.164680E+04,1.783152E+00,0.000000E+00,0.000000E+00,1.783152E+00,0.000000E+00,3.558533E+00,6.524510E+04,7.935209E+04,1.783152E+01,1.164680E+05,1.783152E+01,0.000000E+00,0.000000E+00,1.783152E+01,0.000000E+00,3.285393E+01,6.143070E+05,7.560883E+05,1.783152E+00,1.164680E+04,1.783152E+00,0.000000E+00,0.000000E+00,1.783152E+00,0.000000E+00,3.539606E+00,6.498056E+04,7.930056E+04,1.405239E+00,4.758663E+04,1.405239E+00,0.000000E+00,0.000000E+00,1.405239E+00,9.594518E+03,1.405239E+00,2.881368E+04,3.690467E+04,3.962172E-01,1.341739E+04,5.856930E+00,7.533094E+04,7.536834E+04,3.962172E-01,2.705244E+03,2.552525E+01,3.666896E+05,3.735980E+05,1.830359E-02,6.198280E+02,1.830359E-02,0.000000E+00,0.000000E+00,1.830359E-02,1.249711E+02,5.631419E-01,8.149598E+03,8.355077E+03,1.830359E-01,6.198280E+03,1.830359E-01,0.000000E+00,0.000000E+00,1.830359E-01,1.249711E+03,5.358997E+00,7.760879E+04,7.961331E+04,1.830359E-02,6.198280E+02,1.830359E-02,0.000000E+00,0.000000E+00,1.830359E-02,1.249711E+02,5.385290E-01,7.798396E+03,7.999334E+03
